defined_class	defined_class label	pathogen	pathogen label	host	host label	plantstructure	plantstructure label	synonyms
PSO:0004229	Phytophthora spp. Phytophthora rot of cuttings of Saccharum spp. hybrids	NCBITaxon:910611	Phytophthora spp.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Phytophthora spp. Phytophthora rot of cuttings of Saccharum spp. hybrids|Phytophthora megasperma Drechs. Phytophthora rot of cuttings of Saccharum spp. hybrids|Phytophthora rot of cuttings|Phytophthora rot of cuttings
PSO:0004230	Thielaviopsis paradoxa Pineapple disease of Saccharum spp. hybrids	NCBITaxon:13001	Thielaviopsis paradoxa (De Seyn.) Hohn.)	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Thielaviopsis paradoxa Pineapple disease of Saccharum spp. hybrids|Pineapple disease
PSO:0004231	Gibberella fujikuroi Pokkah boeng of Saccharum spp. hybrids	NCBITaxon:171627	Gibberella fujikuroi (Sawada) Ito in Ito & K. Kimura	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Gibberella fujikuroi Pokkah boeng of Saccharum spp. hybrids|Pokkah boeng (that may have knife cut symptoms)
PSO:0004232	Physalospora tucumanesis Spec. Red rot of Saccharum spp. hybrids	NCBITaxon:1037296	Physalospora tucumanesis Spec.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Physalospora tucumanesis Spec. Red rot of Saccharum spp. hybrids|Red rot
PSO:0004233	Colletotrichum falcatum Went Red rot of Saccharum spp. hybrids	NCBITaxon:129314	Colletotrichum falcatum Went	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Colletotrichum falcatum Went Red rot of Saccharum spp. hybrids|Red rot
PSO:0004234	Athelia rolsfii Red rot of leaf sheath and sprout rot of Saccharum spp. hybrids	NCBITaxon:5309	Athelia rolsfii (Curzi) Tu & Kimbrough	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0025034	leaf	Athelia rolsfii Red rot of leaf sheath and sprout rot of Saccharum spp. hybrids|Red rot of leaf sheath and sprout rot
PSO:0004235	Mycovellosiella vaginae Red spot of leaf sheath of Saccharum spp. hybrids	NCBITaxon:687958	Mycovellosiella vaginae (Kruger) Deighton	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0025034	leaf	Mycovellosiella vaginae Red spot of leaf sheath of Saccharum spp. hybrids|Red spot of leaf sheath
PSO:0004236	Cercospora vaginae Kruger Red spot of leaf sheath of Saccharum spp. hybrids	NCBITaxon:1247214	Cercospora vaginae Kruger	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0025034	leaf	Cercospora vaginae Kruger Red spot of leaf sheath of Saccharum spp. hybrids|Red spot of leaf sheath
PSO:0004237	Rhizoctonia solani Kühn Rhizoctonia sheath and shoot rot of Saccharum spp. hybrids	NCBITaxon:1498287	Rhizoctonia solani Kühn	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0025029	shoot axis	Rhizoctonia solani Kühn Rhizoctonia sheath and shoot rot of Saccharum spp. hybrids|Rhizoctonia sheath and shoot rot
PSO:0004238	Phaeocytostroma sacchari Rind disease of Saccharum spp. hybrids	NCBITaxon:935947	Phaeocytostroma sacchari (Ellis & Everh.) Sutton	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Phaeocytostroma sacchari Rind disease of Saccharum spp. hybrids|Pleocyta sacchari Rind disease of Saccharum spp. hybrids|Rind disease (sour rot)|Rind disease (sour rot)
PSO:0004239	Melanconium sacchari Massee in Speq. Rind disease of Saccharum spp. hybrids	NCBITaxon:522266	Melanconium sacchari Massee in Speq.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Melanconium sacchari Massee in Speq. Rind disease of Saccharum spp. hybrids|Rind disease (sour rot)
PSO:0004240	Leptosphaeria sacchari Breda de Haan Ring spot of Saccharum spp. hybrids	NCBITaxon:1284435	Leptosphaeria sacchari Breda de Haan	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Leptosphaeria sacchari Breda de Haan Ring spot of Saccharum spp. hybrids|Ring spot
PSO:0004241	Phyllosticta sp. Ring spot of Saccharum spp. hybrids	NCBITaxon:1236105	Phyllosticta sp.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Phyllosticta sp. Ring spot of Saccharum spp. hybrids|Ring spot
PSO:0004242	Pythium arrhenomanes Drechs. Root rots of Saccharum spp. hybrids	NCBITaxon:82932	Pythium arrhenomanes Drechs.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009005	root	Pythium arrhenomanes Drechs. Root rots of Saccharum spp. hybrids|Root rots
PSO:0004243	Pythium graminicola Subramanian Root rots of Saccharum spp. hybrids	NCBITaxon:944628	Pythium graminicola Subramanian	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009005	root	Pythium graminicola Subramanian Root rots of Saccharum spp. hybrids|Root rots
PSO:0004244	Rhizoctonia sp. Root rots of Saccharum spp. hybrids	NCBITaxon:992430	Rhizoctonia sp.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009005	root	Rhizoctonia sp. Root rots of Saccharum spp. hybrids|Root rots
PSO:0004245	"Puccinia melanocephala Syd. & P. Syd. Rust, common of Saccharum spp. hybrids"	NCBITaxon:1036188	Puccinia melanocephala Syd. & P. Syd.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	"Puccinia melanocephala Syd. & P. Syd. Rust, common of Saccharum spp. hybrids|Puccinia erianthi Padw. & Khan Rust, common of Saccharum spp. hybrids|Puccinia kuehnii Rust, orange* of Saccharum spp. hybrids|Rust, common|Rust, common|Rust, orange*"
PSO:0004246	Schizophyllum commune Fr. Schizophyllum rot of Saccharum spp. hybrids	NCBITaxon:1314666	Schizophyllum commune Fr.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Schizophyllum commune Fr. Schizophyllum rot of Saccharum spp. hybrids|Schizophyllum rot
PSO:0004247	Sclerophthora macrospora Sclerophthora disease of Saccharum spp. hybrids	NCBITaxon:467176	Sclerophthora macrospora (Sacc.) Thirumalachar et al.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Sclerophthora macrospora Sclerophthora disease of Saccharum spp. hybrids|Sclerophthora disease
PSO:0004248	Alternaria alternata Seedling blight of Saccharum spp. hybrids	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009010	seed	Alternaria alternata Seedling blight of Saccharum spp. hybrids|Seedling blight
PSO:0004249	Bipolaris sacchari Seedling blight of Saccharum spp. hybrids	NCBITaxon:48696	Bipolaris sacchari (E.J. Butler) Shoemaker	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009010	seed	Bipolaris sacchari Seedling blight of Saccharum spp. hybrids|Seedling blight
PSO:0004250	Bipolaris hawaiiensis Seedling blight of Saccharum spp. hybrids	NCBITaxon:353495	Bipolaris hawaiiensis (M.B. Ellis) Uchida & Aragaki	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009010	seed	Bipolaris hawaiiensis Seedling blight of Saccharum spp. hybrids|Seedling blight
PSO:0004251	Curvularia lunata Seedling blight of Saccharum spp. hybrids	NCBITaxon:1263492	Curvularia lunata (Wakk.) Boedijn	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009010	seed	Curvularia lunata Seedling blight of Saccharum spp. hybrids|Seedling blight
PSO:0004252	Curvularia senegalensis Seedling blight of Saccharum spp. hybrids	NCBITaxon:215132	Curvularia senegalensis (Speg.) Subramanian	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009010	seed	Curvularia senegalensis Seedling blight of Saccharum spp. hybrids|Seedling blight
PSO:0004253	Setosphaeria rostrata K.J. Leonard Seedling blight of Saccharum spp. hybrids	NCBITaxon:45150	Setosphaeria rostrata K.J. Leonard	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009010	seed	Setosphaeria rostrata K.J. Leonard Seedling blight of Saccharum spp. hybrids|Exserohilum rostratum Seedling blight of Saccharum spp. hybrids|Seedling blight|Seedling blight
PSO:0004254	Cytospora sacchari E.J. Butler Sheath rot of Saccharum spp. hybrids	NCBITaxon:351609	Cytospora sacchari E.J. Butler	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Cytospora sacchari E.J. Butler Sheath rot of Saccharum spp. hybrids|Sheath rot
PSO:0004255	Helminthosporium sp. Priode Target blotch of Saccharum spp. hybrids	NCBITaxon:58127	Helminthosporium sp. Priode	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Helminthosporium sp. Priode Target blotch of Saccharum spp. hybrids|Target blotch
PSO:0004256	Deightoniella papuana D. Shaw Veneer blotch* of Saccharum spp. hybrids	NCBITaxon:1578914	Deightoniella papuana D. Shaw	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Deightoniella papuana D. Shaw Veneer blotch* of Saccharum spp. hybrids|Veneer blotch*
PSO:0004257	Elsinoe sacchari Lo White rash* of Saccharum spp. hybrids	NCBITaxon:40996	Elsinoe sacchari Lo	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Elsinoe sacchari Lo White rash* of Saccharum spp. hybrids|White rash*
PSO:0004258	Sphaceloma sacchari Lo White rash* of Saccharum spp. hybrids	NCBITaxon:49222	Sphaceloma sacchari Lo	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Sphaceloma sacchari Lo White rash* of Saccharum spp. hybrids|White rash*
PSO:0004259	Fusarium sacchari Wilt of Saccharum spp. hybrids	NCBITaxon:42676	Fusarium sacchari (E.J. Butler) W. Gams	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Fusarium sacchari Wilt of Saccharum spp. hybrids|Wilt
PSO:0004260	Cephalosporium sacchari E.J. Butler in E.J. Butler & Hafiz Khan Wilt of Saccharum spp. hybrids	NCBITaxon:81097	Cephalosporium sacchari E.J. Butler in E.J. Butler & Hafiz Khan	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Cephalosporium sacchari E.J. Butler in E.J. Butler & Hafiz Khan Wilt of Saccharum spp. hybrids|Wilt
PSO:0004261	Pratylenchus spp. Lesion of Saccharum spp. hybrids	NCBITaxon:45927	Pratylenchus spp.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Pratylenchus spp. Lesion of Saccharum spp. hybrids|Lesion
PSO:0004262	Meloidogyne spp. Root-knot of Saccharum spp. hybrids	NCBITaxon:189290	Meloidogyne spp.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0009005	root	Meloidogyne spp. Root-knot of Saccharum spp. hybrids|Root-knot
PSO:0004263	Helicotylenchus spp. Spiral of Saccharum spp. hybrids	NCBITaxon:293581	Helicotylenchus spp.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Helicotylenchus spp. Spiral of Saccharum spp. hybrids|Spiral
PSO:0004264	Rotylenchus spp. Spiral of Saccharum spp. hybrids	NCBITaxon:288490	Rotylenchus spp.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Rotylenchus spp. Spiral of Saccharum spp. hybrids|Spiral
PSO:0004265	Scutellonema spp. Spiral of Saccharum spp. hybrids	NCBITaxon:229470	Scutellonema spp.	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Scutellonema spp. Spiral of Saccharum spp. hybrids|Spiral
PSO:0004266	Sugarcane dwarf virus Dwarf* of Saccharum spp. hybrids	NCBITaxon:1612261	Sugarcane dwarf virus	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Sugarcane dwarf virus Dwarf* of Saccharum spp. hybrids|Sugarcane Fiji disease virus Fiji disease* of Saccharum spp. hybrids|Dwarf*|Fiji disease*
PSO:0004267	Sugarcane mosaic virus Mosaic of Saccharum spp. hybrids	NCBITaxon:12224	Sugarcane mosaic virus	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Sugarcane mosaic virus Mosaic of Saccharum spp. hybrids|Mosaic
PSO:0004268	Maize streak virus Streak disease* of Saccharum spp. hybrids	NCBITaxon:10821	Maize streak virus	NCBITaxon:1612261	Saccharum spp. hybrids	PO:0000003	whole plant	Maize streak virus Streak disease* of Saccharum spp. hybrids|Streak disease*
PSO:0004269	Pseudomonas syringae pv. tagetis Apical chlorosis of Helianthus annuus	NCBITaxon:205918	Pseudomonas syringae pv. tagetis (Hellmers) Young et al.	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Pseudomonas syringae pv. tagetis Apical chlorosis of Helianthus annuus|Apical chlorosis
PSO:0004270	Pseudomonas syringae pv. tagetis Apical chlorosis of Helianthus tuberosus	NCBITaxon:205918	Pseudomonas syringae pv. tagetis (Hellmers) Young et al.	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Pseudomonas syringae pv. tagetis Apical chlorosis of Helianthus tuberosus|Apical chlorosis
PSO:0004271	Pseudomonas syringae pv. aptata Bacterial leaf spot of Helianthus annuus	NCBITaxon:205918	Pseudomonas syringae pv. aptata (Brown and Jamieson) Young et al.	NCBITaxon:4232	Helianthus annuus	PO:0025034	leaf	Pseudomonas syringae pv. aptata Bacterial leaf spot of Helianthus annuus|Pseudomonas syringae pv. helianthi Bacterial leaf spot of Helianthus annuus|Pseudomonas syringae pv. mellea Bacterial leaf spot of Helianthus annuus|Bacterial leaf spot|Bacterial leaf spot|Bacterial leaf spot
PSO:0004272	Pseudomonas syringae pv. aptata Bacterial leaf spot of Helianthus tuberosus	NCBITaxon:205918	Pseudomonas syringae pv. aptata (Brown and Jamieson) Young et al.	NCBITaxon:4233	Helianthus tuberosus	PO:0025034	leaf	Pseudomonas syringae pv. aptata Bacterial leaf spot of Helianthus tuberosus|Pseudomonas syringae pv. helianthi Bacterial leaf spot of Helianthus tuberosus|Pseudomonas syringae pv. mellea Bacterial leaf spot of Helianthus tuberosus|Bacterial leaf spot|Bacterial leaf spot|Bacterial leaf spot
PSO:0004273	Pseudomonas cichorii Bacterial leaf spot of Helianthus annuus	NCBITaxon:1441629	Pseudomonas cichorii (Swingle) Stapp	NCBITaxon:4232	Helianthus annuus	PO:0025034	leaf	Pseudomonas cichorii Bacterial leaf spot of Helianthus annuus|Bacterial leaf spot
PSO:0004274	Pseudomonas cichorii Bacterial leaf spot of Helianthus tuberosus	NCBITaxon:1441629	Pseudomonas cichorii (Swingle) Stapp	NCBITaxon:4233	Helianthus tuberosus	PO:0025034	leaf	Pseudomonas cichorii Bacterial leaf spot of Helianthus tuberosus|Bacterial leaf spot
PSO:0004275	Pseudomonas solanacearum Bacterial wilt of Helianthus annuus	NCBITaxon:1496883	Pseudomonas solanacearum (Smith) Smith	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Pseudomonas solanacearum Bacterial wilt of Helianthus annuus|Bacterial wilt
PSO:0004276	Pseudomonas solanacearum Bacterial wilt of Helianthus tuberosus	NCBITaxon:1496883	Pseudomonas solanacearum (Smith) Smith	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Pseudomonas solanacearum Bacterial wilt of Helianthus tuberosus|Bacterial wilt
PSO:0004277	Agrobacterium tumefaciens Crown gall of Helianthus annuus	NCBITaxon:1454226	Agrobacterium tumefaciens (Smith and Townsend) Conn	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Agrobacterium tumefaciens Crown gall of Helianthus annuus|Crown gall
PSO:0004278	Agrobacterium tumefaciens Crown gall of Helianthus tuberosus	NCBITaxon:1454226	Agrobacterium tumefaciens (Smith and Townsend) Conn	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Agrobacterium tumefaciens Crown gall of Helianthus tuberosus|Crown gall
PSO:0004279	"Alternaria alternata Alternaria leaf blight, stem spot and head rot of Helianthus annuus"	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:4232	Helianthus annuus	PO:0025034	leaf	"Alternaria alternata Alternaria leaf blight, stem spot and head rot of Helianthus annuus|Alternaria leaf blight, stem spot and head rot"
PSO:0004280	"Alternaria alternata Alternaria leaf blight, stem spot and head rot of Helianthus tuberosus"	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:4233	Helianthus tuberosus	PO:0025034	leaf	"Alternaria alternata Alternaria leaf blight, stem spot and head rot of Helianthus tuberosus|Alternaria leaf blight, stem spot and head rot"
PSO:0004281	Botrytis cinerea Pers. Botrytis head rot of Helianthus annuus	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:4232	Helianthus annuus	PO:0030121	capitulum inflorescence	Botrytis cinerea Pers. Botrytis head rot of Helianthus annuus|Botrytis head rot (gray mold)
PSO:0004282	Botrytis cinerea Pers. Botrytis head rot of Helianthus tuberosus	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:4233	Helianthus tuberosus	PO:0030121	capitulum inflorescence	Botrytis cinerea Pers. Botrytis head rot of Helianthus tuberosus|Botrytis head rot (gray mold)
PSO:0004283	Botryotinia fuckeliania Botrytis head rot of Helianthus annuus	NCBITaxon:40558	Botryotinia fuckeliania (de Bary) Whetzel	NCBITaxon:4232	Helianthus annuus	PO:0030121	capitulum inflorescence	Botryotinia fuckeliania Botrytis head rot of Helianthus annuus|Botrytis head rot (gray mold)
PSO:0004284	Botryotinia fuckeliania Botrytis head rot of Helianthus tuberosus	NCBITaxon:40558	Botryotinia fuckeliania (de Bary) Whetzel	NCBITaxon:4233	Helianthus tuberosus	PO:0030121	capitulum inflorescence	Botryotinia fuckeliania Botrytis head rot of Helianthus tuberosus|Botrytis head rot (gray mold)
PSO:0004285	Macrophomina phaseolina Charcoal rot of Helianthus annuus	NCBITaxon:1126212	Macrophomina phaseolina (Tassi) Goidanich	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Macrophomina phaseolina Charcoal rot of Helianthus annuus|Charcoal rot
PSO:0004286	Macrophomina phaseolina Charcoal rot of Helianthus tuberosus	NCBITaxon:1126212	Macrophomina phaseolina (Tassi) Goidanich	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Macrophomina phaseolina Charcoal rot of Helianthus tuberosus|Charcoal rot
PSO:0004287	Sclerotium bataticola Taubenhaus Charcoal rot of Helianthus annuus	NCBITaxon:109384	Sclerotium bataticola Taubenhaus	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Sclerotium bataticola Taubenhaus Charcoal rot of Helianthus annuus|Charcoal rot
PSO:0004288	Sclerotium bataticola Taubenhaus Charcoal rot of Helianthus tuberosus	NCBITaxon:109384	Sclerotium bataticola Taubenhaus	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Sclerotium bataticola Taubenhaus Charcoal rot of Helianthus tuberosus|Charcoal rot
PSO:0004289	Rhizoctonia bataticola Charcoal rot of Helianthus annuus	NCBITaxon:348105	Rhizoctonia bataticola (Taubenhaus) E.J. Butler	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Rhizoctonia bataticola Charcoal rot of Helianthus annuus|Charcoal rot
PSO:0004290	Rhizoctonia bataticola Charcoal rot of Helianthus tuberosus	NCBITaxon:348105	Rhizoctonia bataticola (Taubenhaus) E.J. Butler	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Rhizoctonia bataticola Charcoal rot of Helianthus tuberosus|Charcoal rot
PSO:0004291	Plasmopara halstedii Downy mildew of Helianthus annuus	NCBITaxon:4781	Plasmopara halstedii (Farl.) Berl. & De Toni in Sacc.	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Plasmopara halstedii Downy mildew of Helianthus annuus|Downy mildew
PSO:0004292	Plasmopara halstedii Downy mildew of Helianthus tuberosus	NCBITaxon:4781	Plasmopara halstedii (Farl.) Berl. & De Toni in Sacc.	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Plasmopara halstedii Downy mildew of Helianthus tuberosus|Downy mildew
PSO:0004293	Plasmopara helianthi Novot. f. helianthi Downy mildew of Helianthus annuus	NCBITaxon:4780	Plasmopara helianthi Novot. f. helianthi	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Plasmopara helianthi Novot. f. helianthi Downy mildew of Helianthus annuus|Downy mildew
PSO:0004294	Plasmopara helianthi Novot. f. helianthi Downy mildew of Helianthus tuberosus	NCBITaxon:4780	Plasmopara helianthi Novot. f. helianthi	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Plasmopara helianthi Novot. f. helianthi Downy mildew of Helianthus tuberosus|Downy mildew
PSO:0004295	Fusarium equiseti Fusarium stalk rot of Helianthus annuus	NCBITaxon:510258	Fusarium equiseti (Corda) Sacc.	NCBITaxon:4232	Helianthus annuus	PO:0025066	stalk	Fusarium equiseti Fusarium stalk rot of Helianthus annuus|Fusarium tabacinum Fusarium stalk rot of Helianthus annuus|Fusarium stalk rot|Fusarium stalk rot
PSO:0004296	Fusarium equiseti Fusarium stalk rot of Helianthus tuberosus	NCBITaxon:510258	Fusarium equiseti (Corda) Sacc.	NCBITaxon:4233	Helianthus tuberosus	PO:0025066	stalk	Fusarium equiseti Fusarium stalk rot of Helianthus tuberosus|Fusarium tabacinum Fusarium stalk rot of Helianthus tuberosus|Fusarium stalk rot|Fusarium stalk rot
PSO:0004297	Nectria haematococca Berk. & Broome Fusarium stalk rot of Helianthus annuus	NCBITaxon:140110	Nectria haematococca Berk. & Broome	NCBITaxon:4232	Helianthus annuus	PO:0025066	stalk	Nectria haematococca Berk. & Broome Fusarium stalk rot of Helianthus annuus|Fusarium stalk rot
PSO:0004298	Nectria haematococca Berk. & Broome Fusarium stalk rot of Helianthus tuberosus	NCBITaxon:140110	Nectria haematococca Berk. & Broome	NCBITaxon:4233	Helianthus tuberosus	PO:0025066	stalk	Nectria haematococca Berk. & Broome Fusarium stalk rot of Helianthus tuberosus|Fusarium stalk rot
PSO:0004299	Gibberella fujikuroi Fusarium wilt of Helianthus annuus	NCBITaxon:171627	Gibberella fujikuroi (Sawada) Ito in Ito & K. Kimura	NCBITaxon:4232	Helianthus annuus	PO:0000003	whole plant	Gibberella fujikuroi Fusarium wilt of Helianthus annuus|Fusarium wilt
PSO:0004300	Gibberella fujikuroi Fusarium wilt of Helianthus tuberosus	NCBITaxon:171627	Gibberella fujikuroi (Sawada) Ito in Ito & K. Kimura	NCBITaxon:4233	Helianthus tuberosus	PO:0000003	whole plant	Gibberella fujikuroi Fusarium wilt of Helianthus tuberosus|Fusarium wilt
PSO:0004301	Myrothecium roridum Tode Myrothecium leaf and stem spot of Helianthus annuus	NCBITaxon:62969	Myrothecium roridum Tode	NCBITaxon:4232	Helianthus annuus	PO:0025034	leaf	Myrothecium roridum Tode Myrothecium leaf and stem spot of Helianthus annuus|Myrothecium leaf and stem spot
PSO:0004302	Myrothecium roridum Tode Myrothecium leaf and stem spot of Helianthus tuberosus	NCBITaxon:62969	Myrothecium roridum Tode	NCBITaxon:4233	Helianthus tuberosus	PO:0025034	leaf	Myrothecium roridum Tode Myrothecium leaf and stem spot of Helianthus tuberosus|Myrothecium leaf and stem spot
PSO:0004303	Phoma macdonaldii Boerema Phoma black stem of Helianthus annuus	NCBITaxon:1543971	Phoma macdonaldii Boerema	NCBITaxon:4232	Helianthus annuus	PO:0009047	stem	Phoma macdonaldii Boerema Phoma black stem of Helianthus annuus|Phoma black stem
PSO:0004304	Phoma macdonaldii Boerema Phoma black stem of Helianthus tuberosus	NCBITaxon:1543971	Phoma macdonaldii Boerema	NCBITaxon:4233	Helianthus tuberosus	PO:0009047	stem	Phoma macdonaldii Boerema Phoma black stem of Helianthus tuberosus|Phoma black stem
PSO:0004305	Leptosphaeria lindquistii Frezzi Phoma black stem of Helianthus annuus	NCBITaxon:1542849	Leptosphaeria lindquistii Frezzi	NCBITaxon:4232	Helianthus annuus	PO:0009047	stem	Leptosphaeria lindquistii Frezzi Phoma black stem of Helianthus annuus|Phoma black stem
PSO:0004306	Leptosphaeria lindquistii Frezzi Phoma black stem of Helianthus tuberosus	NCBITaxon:1542849	Leptosphaeria lindquistii Frezzi	NCBITaxon:4233	Helianthus tuberosus	PO:0009047	stem	Leptosphaeria lindquistii Frezzi Phoma black stem of Helianthus tuberosus|Phoma black stem
PSO:0004307	Phomopsis spp. Phomopsis brown stem canker of Helianthus annuus	NCBITaxon:1494841	Phomopsis spp.	NCBITaxon:4232	Helianthus annuus	PO:0009047	stem	Phomopsis spp. Phomopsis brown stem canker of Helianthus annuus|Phomopsis helianthi M. Muntanola-Cvetkovic et al. Phomopsis brown stem canker of Helianthus annuus|Phomopsis brown stem canker|Phomopsis brown stem canker
PSO:0004308	Phomopsis spp. Phomopsis brown stem canker of Helianthus tuberosus	NCBITaxon:1494841	Phomopsis spp.	NCBITaxon:4233	Helianthus tuberosus	PO:0009047	stem	Phomopsis spp. Phomopsis brown stem canker of Helianthus tuberosus|Phomopsis helianthi M. Muntanola-Cvetkovic et al. Phomopsis brown stem canker of Helianthus tuberosus|Phomopsis brown stem canker|Phomopsis brown stem canker
PSO:0004309	Diaporthe helianthi M. Muntanola-Cvetkovic et al. Phomopsis brown stem canker of Helianthus annuus	NCBITaxon:1494822	Diaporthe helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon:4232	Helianthus annuus	PO:0009047	stem	Diaporthe helianthi M. Muntanola-Cvetkovic et al. Phomopsis brown stem canker of Helianthus annuus|Phomopsis brown stem canker
PSO:0004310	Diaporthe helianthi M. Muntanola-Cvetkovic et al. Phomopsis brown stem canker of Helianthus tuberosus	NCBITaxon:1494822	Diaporthe helianthi M. Muntanola-Cvetkovic et al.	NCBITaxon:4233	Helianthus tuberosus	PO:0009047	stem	Diaporthe helianthi M. Muntanola-Cvetkovic et al. Phomopsis brown stem canker of Helianthus tuberosus|Phomopsis brown stem canker
PSO:0004311	Phymatotrichopsis omnivora Phymatotrichum root rot of Helianthus annuus	NCBITaxon:231936	Phymatotrichopsis omnivora (Duggar) Hennebert	NCBITaxon:4232	Helianthus annuus	PO:0009005	root	Phymatotrichopsis omnivora Phymatotrichum root rot of Helianthus annuus|Phymatotrichum root rot (cotton root rot)
PSO:0004312	Phymatotrichopsis omnivora Phymatotrichum root rot of Helianthus tuberosus	NCBITaxon:231936	Phymatotrichopsis omnivora (Duggar) Hennebert	NCBITaxon:4233	Helianthus tuberosus	PO:0009005	root	Phymatotrichopsis omnivora Phymatotrichum root rot of Helianthus tuberosus|Phymatotrichum root rot (cotton root rot)
PSO:0004313	Phytophthora spp. Phytophthora stem rot of Helianthus annuus	NCBITaxon:910611	Phytophthora spp.	NCBITaxon:4232	Helianthus annuus	PO:0009047	stem	Phytophthora spp. Phytophthora stem rot of Helianthus annuus|Phytophthora stem rot
PSO:0004314	Phytophthora spp. Phytophthora stem rot of Helianthus tuberosus	NCBITaxon:910611	Phytophthora spp.	NCBITaxon:4233	Helianthus tuberosus	PO:0009047	stem	Phytophthora spp. Phytophthora stem rot of Helianthus tuberosus|Phytophthora stem rot
PSO:0004315	Phytophthora drechsleri Tucker Phytophthora stem rot of Helianthus annuus	NCBITaxon:4794	Phytophthora drechsleri Tucker	NCBITaxon:4232	Helianthus annuus	PO:0009047	stem	Phytophthora drechsleri Tucker Phytophthora stem rot of Helianthus annuus|Phytophthora stem rot
PSO:0004316	Phytophthora drechsleri Tucker Phytophthora stem rot of Helianthus tuberosus	NCBITaxon:4794	Phytophthora drechsleri Tucker	NCBITaxon:4233	Helianthus tuberosus	PO:0009047	stem	Phytophthora drechsleri Tucker Phytophthora stem rot of Helianthus tuberosus|Phytophthora stem rot
